,content,tags,question
697,The manufacturer of the 12L3 probe is Siemens Acuson.,"frozenset({'manufacturer', '12L3', 'Siemens Acuson', 'probes'})",Is the manufacturer of the 12L3 probe Siemens?
698,The manufacturer of the 12L3 probe is Siemens Acuson.,"frozenset({'manufacturer', '12L3', 'Siemens Acuson', 'probes'})",What company makes the 12L3 transducer?
699,The Siemens Acuson 12L3 probe is compatible with the following systems: Juniper.,"frozenset({'Siemens Acuson', 'probes', 'compatibility', 'Juniper', '12L3'})",What systems is the Siemens Acuson 12L3 probe compatible with?
700,The Siemens Acuson 12L3 probe is compatible with the following systems: Juniper.,"frozenset({'Siemens Acuson', 'probes', 'compatibility', 'Juniper', '12L3'})",Is the Siemens Acuson 12L3 probe compatible with the Juniper system?
701,The Siemens Acuson 12L3 probe is compatible with the following systems: Juniper.,"frozenset({'Siemens Acuson', 'probes', 'compatibility', 'Juniper', '12L3'})",Are there any specific ultrasound systems that the Siemens Acuson 12L3 transducer works with?
702,The Siemens Acuson 12L3 is a linear array type probe.,"frozenset({'array type', '12L3', 'Siemens Acuson', 'probes'})",What array type is the Siemens Acuson 12L3?
703,The Siemens Acuson 12L3 is a linear array type probe.,"frozenset({'array type', '12L3', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 12L3 a convex or linear array probe?
704,The Siemens Acuson 12L3 is a linear array type probe.,"frozenset({'array type', '12L3', 'Siemens Acuson', 'probes'})",What kind of transducer array does the Siemens Acuson 12L3 use?
705,"The Siemens Acuson 12L3 probe is suitable for the following applications: bowel, breast, small parts, musculoskeletal, vascular.","frozenset({'Siemens Acuson', 'probes', 'bowel, breast, small parts, musculoskeletal, vascular', 'applications', '12L3'})",What types of applications is the Siemens Acuson 12L3 probe suitable for?
706,"The Siemens Acuson 12L3 probe is suitable for the following applications: bowel, breast, small parts, musculoskeletal, vascular.","frozenset({'Siemens Acuson', 'probes', 'bowel, breast, small parts, musculoskeletal, vascular', 'applications', '12L3'})",Can the Siemens Acuson 12L3 probe be used for breast examinations?
707,"The Siemens Acuson 12L3 probe is suitable for the following applications: bowel, breast, small parts, musculoskeletal, vascular.","frozenset({'Siemens Acuson', 'probes', 'bowel, breast, small parts, musculoskeletal, vascular', 'applications', '12L3'})",Does the Siemens Acuson 12L3 probe have multiple uses in medical imaging?
708,The Siemens Acuson 12L3 probe is currently out of stock or not available for sale.,"frozenset({'stock', '12L3', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 12L3 probe currently available for sale?
709,The Siemens Acuson 12L3 probe is currently out of stock or not available for sale.,"frozenset({'stock', '12L3', 'Siemens Acuson', 'probes'})",What status does the Siemens Acuson 12L3 probe have in terms of availability?
710,The Siemens Acuson 12L3 probe is currently out of stock or not available for sale.,"frozenset({'stock', '12L3', 'Siemens Acuson', 'probes'})",Do you have any Siemens Acuson 12L3 probes in stock?
711,The frequency range of the Siemens Acuson 12L3 probe is 3.0 - 12.0 MHz.,"frozenset({'12L3', 'frequency', 'Siemens Acuson', 'probes'})",What is the frequency range of the Siemens Acuson 12L3 probe?
712,The frequency range of the Siemens Acuson 12L3 probe is 3.0 - 12.0 MHz.,"frozenset({'12L3', 'frequency', 'Siemens Acuson', 'probes'})",Is the frequency range of the Siemens Acuson 12L3 probe between 3.0 and 12.0 MHz?
713,The frequency range of the Siemens Acuson 12L3 probe is 3.0 - 12.0 MHz.,"frozenset({'12L3', 'frequency', 'Siemens Acuson', 'probes'})",What is the maximum frequency of the Siemens Acuson 12L3 transducer?
714,The manufacturer of the 15L8W probe is Siemens Acuson.,"frozenset({'15L8W', 'manufacturer', 'Siemens Acuson', 'probes'})",Who is the manufacturer of the 15L8W probe?
715,The manufacturer of the 15L8W probe is Siemens Acuson.,"frozenset({'15L8W', 'manufacturer', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 15L8W probe a cartridge connection variant?
716,The manufacturer of the 15L8W probe is Siemens Acuson.,"frozenset({'15L8W', 'manufacturer', 'Siemens Acuson', 'probes'})",Can the Siemens Acuson 15L8W probe be used with multiple ultrasound systems?
717,The Siemens Acuson 15L8W probe is compatible with the following systems: Sequoia.,"frozenset({'Siemens Acuson', 'probes', 'compatibility', 'Sequoia', '15L8W'})",What systems are compatible with the Siemens Acuson 15L8W probe?
718,The Siemens Acuson 15L8W probe is compatible with the following systems: Sequoia.,"frozenset({'Siemens Acuson', 'probes', 'compatibility', 'Sequoia', '15L8W'})",Is the Siemens Acuson 15L8W probe compatible with the Sequoia system?
719,The Siemens Acuson 15L8W probe is compatible with the following systems: Sequoia.,"frozenset({'Siemens Acuson', 'probes', 'compatibility', 'Sequoia', '15L8W'})",Are there any other systems besides Sequoia that the Siemens Acuson 15L8W probe is compatible with?
720,The Siemens Acuson 15L8W is a linear array type probe.,"frozenset({'15L8W', 'array type', 'Siemens Acuson', 'probes'})",What type of array is the Siemens Acuson 15L8W?
721,The Siemens Acuson 15L8W is a linear array type probe.,"frozenset({'15L8W', 'array type', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 15L8W a linear array probe?
722,The Siemens Acuson 15L8W is a linear array type probe.,"frozenset({'15L8W', 'array type', 'Siemens Acuson', 'probes'})",What kind of array does the Siemens Acuson 15L8W have?
723,"The Siemens Acuson 15L8W probe is suitable for the following applications: adult, pediatric, neonatal, superficial, small parts, thyroid, vascular.","frozenset({'Siemens Acuson', 'probes', 'adult, pediatric, neonatal, superficial, small parts, thyroid, vascular', 'applications', '15L8W'})",What applications is the Siemens Acuson 15L8W probe suitable for?
724,"The Siemens Acuson 15L8W probe is suitable for the following applications: adult, pediatric, neonatal, superficial, small parts, thyroid, vascular.","frozenset({'Siemens Acuson', 'probes', 'adult, pediatric, neonatal, superficial, small parts, thyroid, vascular', 'applications', '15L8W'})",Is the Siemens Acuson 15L8W probe suitable for pediatric use?
725,"The Siemens Acuson 15L8W probe is suitable for the following applications: adult, pediatric, neonatal, superficial, small parts, thyroid, vascular.","frozenset({'Siemens Acuson', 'probes', 'adult, pediatric, neonatal, superficial, small parts, thyroid, vascular', 'applications', '15L8W'})",Can the Siemens Acuson 15L8W probe be used for vascular applications?
726,The Siemens Acuson 15L8W probe is currently in stock and available for sale.,"frozenset({'15L8W', 'stock', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 15L8W probe currently in stock?
727,The Siemens Acuson 15L8W probe is currently in stock and available for sale.,"frozenset({'15L8W', 'stock', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 15L8W probe available for sale?
728,The Siemens Acuson 15L8W probe is currently in stock and available for sale.,"frozenset({'15L8W', 'stock', 'Siemens Acuson', 'probes'})",Do you have any Siemens Acuson 15L8W probes available?
729,The frequency range of the Siemens Acuson 15L8W probe is 8.0 - 15.0 MHz.,"frozenset({'15L8W', 'frequency', 'Siemens Acuson', 'probes'})",What is the frequency range of the Siemens Acuson 15L8W probe?
730,The frequency range of the Siemens Acuson 15L8W probe is 8.0 - 15.0 MHz.,"frozenset({'15L8W', 'frequency', 'Siemens Acuson', 'probes'})",Is the frequency range of the Siemens Acuson 15L8W transducer within a specific range?
731,The frequency range of the Siemens Acuson 15L8W probe is 8.0 - 15.0 MHz.,"frozenset({'15L8W', 'frequency', 'Siemens Acuson', 'probes'})",Does the Siemens Acuson 15L8W probe have a minimum frequency range?
732,The manufacturer of the 5C2 probe is Siemens Acuson.,"frozenset({'manufacturer', '5C2', 'Siemens Acuson', 'probes'})",Who is the manufacturer of the 5C2 probe?
733,The manufacturer of the 5C2 probe is Siemens Acuson.,"frozenset({'manufacturer', '5C2', 'Siemens Acuson', 'probes'})",Is the manufacturer of the 5C2 probe a well-known ultrasound company?
734,The manufacturer of the 5C2 probe is Siemens Acuson.,"frozenset({'manufacturer', '5C2', 'Siemens Acuson', 'probes'})",Does the Siemens Acuson brand make the 5C2 transducer?
735,The Siemens Acuson 5C2 probe is compatible with the following systems: Sequoia 512.,"frozenset({'Siemens Acuson', 'probes', 'compatibility', 'Sequoia 512', '5C2'})",What systems is the Siemens Acuson 5C2 probe compatible with?
736,The Siemens Acuson 5C2 probe is compatible with the following systems: Sequoia 512.,"frozenset({'Siemens Acuson', 'probes', 'compatibility', 'Sequoia 512', '5C2'})",Is the Siemens Acuson 5C2 transducer compatible with the Sequoia 512 system?
737,The Siemens Acuson 5C2 probe is compatible with the following systems: Sequoia 512.,"frozenset({'Siemens Acuson', 'probes', 'compatibility', 'Sequoia 512', '5C2'})",Does the Siemens Acuson 5C2 probe work with the Sequoia 512 system?
738,The Siemens Acuson 5C2 is a convex array type probe.,"frozenset({'array type', '5C2', 'Siemens Acuson', 'probes'})",What array type is the Siemens Acuson 5C2?
739,The Siemens Acuson 5C2 is a convex array type probe.,"frozenset({'array type', '5C2', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 5C2 probe a convex array probe?
740,The Siemens Acuson 5C2 is a convex array type probe.,"frozenset({'array type', '5C2', 'Siemens Acuson', 'probes'})",What kind of transducer is the Siemens Acuson 5C2?
741,"The Siemens Acuson 5C2 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'Siemens Acuson', 'probes', 'applications', '5C2'})",What types of probes is the Siemens Acuson 5C2 suitable for?
742,"The Siemens Acuson 5C2 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'Siemens Acuson', 'probes', 'applications', '5C2'})",Can the Siemens Acuson 5C2 probe be used for obstetric applications?
743,"The Siemens Acuson 5C2 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'Siemens Acuson', 'probes', 'applications', '5C2'})",Are there any specific areas where the Siemens Acuson 5C2 probe can be applied?
744,The Siemens Acuson 5C2 probe is currently in stock and available for sale.,"frozenset({'stock', '5C2', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 5C2 probe currently in stock?
745,The Siemens Acuson 5C2 probe is currently in stock and available for sale.,"frozenset({'stock', '5C2', 'Siemens Acuson', 'probes'})",Do you have any Siemens Acuson 5C2 probes for sale?
746,The Siemens Acuson 5C2 probe is currently in stock and available for sale.,"frozenset({'stock', '5C2', 'Siemens Acuson', 'probes'})",Are there any Acuson 5C2 transducers available for purchase?
747,The frequency range of the Siemens Acuson 5C2 probe is 2.0 - 5.0 MHz.,"frozenset({'5C2', 'frequency', 'Siemens Acuson', 'probes'})",What is the frequency range of the Siemens Acuson 5C2 probe?
748,The frequency range of the Siemens Acuson 5C2 probe is 2.0 - 5.0 MHz.,"frozenset({'5C2', 'frequency', 'Siemens Acuson', 'probes'})",Is the frequency range of the Siemens Acuson 5C2 transducer above 5.0 MHz?
749,The frequency range of the Siemens Acuson 5C2 probe is 2.0 - 5.0 MHz.,"frozenset({'5C2', 'frequency', 'Siemens Acuson', 'probes'})",What is the minimum frequency range of the Siemens Acuson 5C2 probe?
750,The manufacturer of the 7V3c probe is Siemens Acuson.,"frozenset({'manufacturer', '7V3c', 'Siemens Acuson', 'probes'})",Who manufactures the 7V3c probe?
751,The manufacturer of the 7V3c probe is Siemens Acuson.,"frozenset({'manufacturer', '7V3c', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 7V3c transducer a product of Siemens?
752,The manufacturer of the 7V3c probe is Siemens Acuson.,"frozenset({'manufacturer', '7V3c', 'Siemens Acuson', 'probes'})",What company makes the 7V3c probe?
753,The Siemens Acuson 7V3c probe is compatible with the following systems: Cypress Portable.,"frozenset({'Siemens Acuson', '7V3c', 'probes', 'compatibility', 'Cypress Portable'})",What systems is the Siemens Acuson 7V3c probe compatible with?
754,The Siemens Acuson 7V3c probe is compatible with the following systems: Cypress Portable.,"frozenset({'Siemens Acuson', '7V3c', 'probes', 'compatibility', 'Cypress Portable'})",Is the Siemens Acuson 7V3c probe compatible with the Cypress Portable system?
755,The Siemens Acuson 7V3c probe is compatible with the following systems: Cypress Portable.,"frozenset({'Siemens Acuson', '7V3c', 'probes', 'compatibility', 'Cypress Portable'})",Which portable system does the Siemens Acuson 7V3c transducer support?
756,The Siemens Acuson 7V3c is a vector array type probe.,"frozenset({'array type', '7V3c', 'Siemens Acuson', 'probes'})",What array type is the Siemens Acuson 7V3c?
757,The Siemens Acuson 7V3c is a vector array type probe.,"frozenset({'array type', '7V3c', 'Siemens Acuson', 'probes'})",Is the Siemens Acuson 7V3c a vector array probe?
758,The Siemens Acuson 7V3c is a vector array type probe.,"frozenset({'array type', '7V3c', 'Siemens Acuson', 'probes'})",What kind of array does the Siemens Acuson 7V3c transducer have?
759,"The Siemens Acuson 7V3c probe is suitable for the following applications: cardiac, general, abdominal, obstetric, gynecologic, musculoskeletal.","frozenset({'Siemens Acuson', '7V3c', 'cardiac, general, abdominal, obstetric, gynecologic, musculoskeletal', 'probes', 'applications'})",What types of applications is the Siemens Acuson 7V3c probe suitable for?
760,"The Siemens Acuson 7V3c probe is suitable for the following applications: cardiac, general, abdominal, obstetric, gynecologic, musculoskeletal.","frozenset({'Siemens Acuson', '7V3c', 'cardiac, general, abdominal, obstetric, gynecologic, musculoskeletal', 'probes', 'applications'})",Can the Siemens Acuson 7V3c probe be used for obstetric and gynecologic purposes?
